TreeID,qSpecies,qAddress,qSiteInfo,DBH,PlotSize,Latitude,Longitude
9632,Tristania conferta ::,1455 Golden Gate Ave,Sidewalk: Curb side : Cutout,18,3X3,37.77914727,-122.4345973
11072,Lophostemon confertus :: Brisbane Box,1760 Hyde St,Sidewalk: Curb side : Cutout,3,4X5,37.79715261,-122.4185607
23328,Platanus x hispanica :: Sycamore: London Plane,1142 Van Ness Ave,Sidewalk: Curb side : Cutout,10,3X3,37.786288,-122.4213237
18859,Ceratonia siliqua :: Carob,2212 Sacramento St,Sidewalk: Curb side : Cutout,12,3X3,37.79044647,-122.4297521
10691,Metrosideros excelsa :: New Zealand Xmas Tree,1245 Hayes St,Sidewalk: Curb side : Cutout,6,3X3,37.77505457,-122.4368552
17981,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2583 Pine St,Sidewalk: Curb side : Cutout,3,3x3,37.78727967,-122.4384089
17842,Tristania conferta ::,2031 Pine St,Sidewalk: Curb side : Cutout,3,3X3,37.78838827,-122.4296661
2588,Eucalyptus sideroxylon :: Red Ironbark,1710 Bush St,Sidewalk: Curb side : Cutout,18,3,37.78807101,-122.4257991
12264,Ficus retusa nitida :: Banyan Fig,640 Laguna St,Sidewalk: Curb side : Cutout,12,3X3,37.77720983,-122.4263488
13197,Ficus retusa nitida :: Banyan Fig,2114 Lombard St,Sidewalk: Curb side : Cutout,20,3X3,37.79989753,-122.4364984
7065,Acacia melanoxylon :: Blackwood Acacia,1588 Fell St,Sidewalk: Curb side : Cutout,30,3X3,37.77332968,-122.4439578
17852,Magnolia grandiflora :: Southern Magnolia,2105 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.78825644,-122.430632
7759,Platanus x hispanica :: Sycamore: London Plane,455 Franklin St,Sidewalk: Curb side : Cutout,12,3X3,37.77864457,-122.4217316
7250,Ficus retusa nitida :: Banyan Fig,1701 Fillmore St,Sidewalk: Curb side : Cutout,12,4X4,37.7856582,-122.4332844
17873,Acacia melanoxylon :: Blackwood Acacia,2152 Pine St,Sidewalk: Curb side : Cutout,18,3X3,37.78833232,-122.431239
21646,Magnolia grandiflora :: Southern Magnolia,1660 Sutter St,Sidewalk: Curb side : Cutout,3,3X4,37.78689036,-122.427594
7097,Acacia melanoxylon :: Blackwood Acacia,1988 Fell St,Sidewalk: Curb side : Cutout,24,4x6,37.77248819,-122.4504979
7357,Pyrus calleryana :: Ornamental Pear,2306 Fillmore St,Sidewalk: Curb side : Cutout,18,4X4,37.79094843,-122.4341768
10686,Tristania conferta ::,1179 Hayes St,Sidewalk: Curb side : Cutout,18,3X3,37.77518913,-122.4357682
13816,Platanus x hispanica :: Sycamore: London Plane,956 Market St,Sidewalk: Curb side : Cutout,30,4X4,37.78308541,-122.4093508
17870,Acacia melanoxylon :: Blackwood Acacia,2140 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.78835925,-122.4310664
12339,Tristania conferta ::,1199 Laguna St,Sidewalk: Curb side : Cutout,12,3X3,37.78190747,-122.427437
17820,Acacia melanoxylon :: Blackwood Acacia,1911 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.7886229,-122.427783
11038,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1520 Hyde St,Sidewalk: Curb side : Cutout,70,3X3,37.79490667,-122.4181044
24628,Pyrus calleryana :: Ornamental Pear,536 Divisadero St,Sidewalk: Curb side : Cutout,3,3X3,37.77460973,-122.4376054
10641,Pittosporum undulatum :: Victorian Box,890 Hayes St,Sidewalk: Curb side : Cutout,12,3X3,37.77597462,-122.430636
14454,Tristania conferta ::,109 Masonic Ave,Sidewalk: Curb side : Cutout,60,3X3,37.78078513,-122.447605
19903,Populus nigra 'Italica' :: Lombardy Poplar,100 STAIRWAY34,Sidewalk: Curb side : Cutout,12,6X6,,
8720,Metrosideros excelsa :: New Zealand Xmas Tree,3151 Geary Blvd,Sidewalk: Curb side : Cutout,6,3x3,37.781608,-122.4529348
20078,Fraxinus velutina 'Glabra' :: Arizona Ash,100 STAIRWAY56,Sidewalk: Curb side : Cutout,24,5X5,,
18828,Olea europaea :: Olive Tree,1930 Sacramento St,Sidewalk: Curb side : Cutout,14,4X4,37.79107926,-122.4247274
7969,Ligustrum lucidum :: Glossy Privet,1920 Franklin St,Sidewalk: Curb side : Cutout,18,3X3,37.79230163,-122.4243251
14029,Platanus x hispanica :: Sycamore: London Plane,1234 Market St,Sidewalk: Curb side : Cutout,3,4x4,37.77832149,-122.4154311
3083,Platanus x hispanica :: Sycamore: London Plane,2914 California St,Sidewalk: Curb side : Cutout,12,3X3,37.78785247,-122.4428834
11159,Olea europaea :: Olive Tree,2627 Hyde St,Sidewalk: Curb side : Cutout,24,3X3,37.80519015,-122.4203282
4378,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2425X Hyde St,Sidewalk: Curb side : Cutout,45,3X3,37.80335732,-122.4200058
19703,Eucalyptus Spp :: Eucalyptus,100 STAIRWAY13,Sidewalk: Curb side : Cutout,12,40ST,,
18517,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',655 Powell St,Sidewalk: Curb side : Cutout,12,4X4,37.79092922,-122.4090253
29118,Lophostemon confertus :: Brisbane Box,611 Ellis St,Sidewalk: Curb side : Cutout,8,3x3,37.78434503,-122.4163646
2941,Platanus x hispanica :: Sycamore: London Plane,1938 California St,Sidewalk: Curb side : Cutout,90,4X4,37.78995972,-122.4262877
14796,Ligustrum lucidum :: Glossy Privet,1115 McAllister St,Sidewalk: Curb side : Cutout,18,4X4,37.77873742,-122.4303736
9923,Pittosporum crassifolium :: Karo Tree,2000 Gough St,Sidewalk: Curb side : Cutout,6,3x3,37.79188742,-122.42592
26449,Tristania conferta ::,1096 Eddy St,Sidewalk: Curb side : Cutout,3,3X3,37.78233227,-122.4258081
18904,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2600 Sacramento St,Sidewalk: Curb side : Cutout,24,4X4,37.78966438,-122.4358573
11115,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2044 Hyde St,Sidewalk: Curb side : Cutout,12,3X3,37.79988926,-122.4191079
18000,Ulmus parvifolia :: Chinese Elm,2670 Pine St,Sidewalk: Curb side : Cutout,16,3X3,37.78726207,-122.4397326
23463,Prunus domestica 'Mariposa' :: Mariposa Plum,2300 Van Ness Ave,Median : Cutout,12,9,37.79689526,-122.4236389
26546,Geijera parviflora :: Australian Willow,570 Francisco St,Sidewalk: Curb side : Cutout,6,4X4,37.8046059,-122.4145553
2875,Platanus x hispanica :: Sycamore: London Plane,1436 California St,Sidewalk: Curb side : Cutout,16,3X3,37.79098902,-122.418185
3039,Platanus x hispanica :: Sycamore: London Plane,2615 California St,Sidewalk: Curb side : Cutout,45,3X3,37.78831288,-122.4378648
18913,Eriobotrya deflexa :: Bronze Loquat,2612 Sacramento St,Sidewalk: Curb side : Cutout,12,3X3,37.78959372,-122.4364539
11093,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1920 Hyde St,Sidewalk: Curb side : Cutout,70,3X3,37.79860547,-122.4188527
29099,Lophostemon confertus :: Brisbane Box,790 Ellis St,Sidewalk: Curb side : Cutout,6,3x3,37.7841934,-122.4186161
21737,Pittosporum undulatum :: Victorian Box,2045 Sutter St,Sidewalk: Curb side : Cutout,12,4X4,37.78591427,-122.4340112
26673,Platanus x hispanica :: Sycamore: London Plane,1825 Sutter St,Sidewalk: Curb side : Cutout,24,3x3,37.78634557,-122.4307779
2462,Prunus cerasifera :: Cherry Plum,1826 Buchanan St,Sidewalk: Curb side : Cutout,3,4X4,37.78687872,-122.4299698
18928,Platanus x hispanica :: Sycamore: London Plane,2701 Sacramento St,Sidewalk: Curb side : Cutout,12,3X3,37.78930595,-122.4377503
2838,Platanus x hispanica :: Sycamore: London Plane,1244 California St,Sidewalk: Curb side : Cutout,65,3X3,37.79140661,-122.4148824
13290,Tristania conferta ::,2665 Lombard St,Sidewalk: Curb side : Cutout,6,3X3,37.79864544,-122.4453383
18020,Ficus retusa nitida :: Banyan Fig,2723 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.7869387,-122.4410482
13034,Olea europaea 'Fruitless' :: Fruitless Olive,490 Lombard St,Sidewalk: Curb side : Cutout,3,3x3,37.80332381,-122.4094691
6360,Metrosideros excelsa :: New Zealand Xmas Tree,2038 Ellis St,Sidewalk: Curb side : Cutout,10,3x3,37.78149401,-122.4398211
18103,Tristania conferta ::,3042 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.78642434,-122.4462349
29570,Platanus x hispanica :: Sycamore: London Plane,928 Van Ness Ave,Sidewalk: Curb side : Cutout,18,,37.78421068,-122.4209028
26426,Pittosporum crassifolium :: Karo Tree,1640 Van Ness Ave,Sidewalk: Curb side : Cutout,18,3X3,37.79091815,-122.4222552
5832,Platanus x hispanica :: Sycamore: London Plane,819 Eddy St,Sidewalk: Curb side : Cutout,18,4x4,37.78270353,-122.4217712
9913,Olea europaea :: Olive Tree,1901X Sacramento St,Sidewalk: Curb side : Cutout,12,6x6,37.79098933,-122.4245607
17681,Tristania conferta ::,1090 Pierce St,Sidewalk: Curb side : Cutout,12,4X4,37.77975895,-122.4352701
13000,Platanus x hispanica :: Sycamore: London Plane,352 Lombard St,Sidewalk: Curb side : Cutout,26,3X3,37.80358946,-122.4074072
14504,Acacia melanoxylon :: Blackwood Acacia,436 Masonic Ave,Sidewalk: Curb side : Cutout,30,3X3,37.77713163,-122.4466117
2945,Platanus x hispanica :: Sycamore: London Plane,1976 California St,Sidewalk: Curb side : Cutout,100,4x4,37.78989461,-122.4268494
13093,Ficus retusa nitida :: Banyan Fig,1450 Lombard St,Sidewalk: Curb side : Cutout,70,3X3,37.80130034,-122.4255022
23478,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2415 Van Ness Ave,Sidewalk: Curb side : Cutout,20,6x6,37.79800139,-122.4240462
11022,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1414 Hyde St,Sidewalk: Curb side : Cutout,23,3X3,37.79397139,-122.4179072
18085,Acacia melanoxylon :: Blackwood Acacia,2986 Pine St,Sidewalk: Curb side : Cutout,18,5x9,37.78658869,-122.4449418
5960,Pittosporum undulatum :: Victorian Box,1510 Eddy St,Sidewalk: Curb side : Cutout,6,3x3,37.78145879,-122.4325949
19203,Pittosporum crassifolium :: Karo Tree,630 Sansome St,Sidewalk: Curb side : Cutout,12,3X3,37.7958743,-122.401619
6266,Acacia melanoxylon :: Blackwood Acacia,1355 Ellis St,Sidewalk: Curb side : Cutout,45,3X3,37.78273614,-122.4287655
17893,Olea europaea :: Olive Tree,2250 Pine St,Sidewalk: Curb side : Cutout,12,3.5x3.5,37.78811286,-122.4329282
13096,Lophostemon confertus :: Brisbane Box,1475 Lombard St,Sidewalk: Curb side : Cutout,3,3x3,37.80101975,-122.4259821
7056,Acacia melanoxylon :: Blackwood Acacia,1390 Fell St,Sidewalk: Curb side : Cutout,30,3X3,37.77378413,-122.4404432
7106,Tristania conferta ::,2136 Fell St,Sidewalk: Curb side : Cutout,24,3X3,37.77215574,-122.4530922
20249,Schinus molle :: California Pepper,1880 Steiner St,Sidewalk: Curb side : Cutout,10,3X3,37.78640888,-122.4349621
17833,Acacia melanoxylon :: Blackwood Acacia,2003 Pine St,Sidewalk: Curb side : Cutout,24,3X3,37.78844558,-122.4291975
29119,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,509 Ellis St,Sidewalk: Curb side : Cutout,3,3x3,37.78454558,-122.4147177
9444,Pittosporum undulatum :: Victorian Box,785 Golden Gate Ave,Sidewalk: Curb side : Cutout,3,3x3,37.78055967,-122.4235271
23486,Corymbia ficifolia :: Red Flowering Gum,2500X Van Ness Ave,Median : Cutout,30,9,37.79873825,-122.4240207
3011,Platanus x hispanica :: Sycamore: London Plane,2426 California St,Sidewalk: Curb side : Cutout,18,3X3,37.78892705,-122.4344314
13002,Liquidambar styraciflua :: American Sweet Gum,359 Lombard St,Sidewalk: Curb side : Cutout,8,3X3,37.80345213,-122.4074878
23175,Platanus x hispanica :: Sycamore: London Plane,242 Van Ness Ave,Sidewalk: Curb side : Cutout,30,3x3,37.77807587,-122.4196849
2683,Pittosporum crassifolium :: Karo Tree,2100 Bush St,Sidewalk: Curb side : Cutout,12,3X3,37.78728938,-122.4319756
14495,Ginkgo biloba :: Maidenhair Tree,339 Masonic Ave,Sidewalk: Curb side : Cutout,40,3X4,37.77804972,-122.4470297
6341,Metrosideros excelsa :: New Zealand Xmas Tree,1930 Ellis St,Sidewalk: Curb side : Cutout,6,3x3,37.78173279,-122.4379638
3045,Platanus x hispanica :: Sycamore: London Plane,2679 California St,Sidewalk: Curb side : Cutout,45,3x2,37.78825384,-122.4383896
6361,Pittosporum undulatum :: Victorian Box,2045 Ellis St,Sidewalk: Curb side : Cutout,12,3X3,37.78135128,-122.43988
11029,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1450 Hyde St,Sidewalk: Curb side : Cutout,70,3x3,37.79432658,-122.4179854
11066,Lophostemon confertus :: Brisbane Box,1711 Hyde St,Sidewalk: Curb side : Cutout,60,4x4,37.79667825,-122.4186264
6359,Metrosideros excelsa :: New Zealand Xmas Tree,2034 Ellis St,Sidewalk: Curb side : Cutout,12,3X3,37.78150944,-122.4397313
17911,Olea europaea 'Fruitless' :: Fruitless Olive,2321 Pine St,Sidewalk: Curb side : Cutout,3,3X3,37.78784202,-122.434049
10658,Eucalyptus sideroxylon :: Red Ironbark,957 Hayes St,Sidewalk: Curb side : Cutout,3,3x3,37.77565073,-122.4321511
2955,Platanus x hispanica :: Sycamore: London Plane,2020 California St,Sidewalk: Curb side : Cutout,45,3X3,37.78971555,-122.4281434
8026,Pittosporum undulatum :: Victorian Box,479 Fulton St,Sidewalk: Curb side : Cutout,12,3X3,37.77851352,-122.4247063
6949,Tristaniopsis laurina :: Swamp Myrtle,600 Fell St,Sidewalk: Curb side : Cutout,3,3X3,37.77536294,-122.427937
29105,Lophostemon confertus :: Brisbane Box,857 Ellis St,Sidewalk: Curb side : Cutout,6,3x3,37.78384404,-122.4202722
13433,Platanus x hispanica :: Sycamore: London Plane,2X Market St,Sidewalk: Curb side : Cutout,10,4x4,37.79446862,-122.3950336
23719,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,780 Webster St,Sidewalk: Curb side : Cutout,80,4X4,37.77758301,-122.4296264
9753,Tristania conferta ::,725 Gough St,Sidewalk: Curb side : Cutout,16,4x4,37.7800584,-122.4237037
11178,Olea europaea :: Olive Tree,2741 Hyde St,Sidewalk: Curb side : Cutout,40,3X3,37.8062915,-122.4205607
17932,Maytenus boaria :: Mayten,2418 Pine St,Sidewalk: Curb side : Cutout,12,3x3,37.7877237,-122.4361392
13774,Platanus x hispanica :: Sycamore: London Plane,900X Market St,Sidewalk: Curb side : Cutout,12,4x4,37.78393333,-122.4083055
23546,Ficus microcarpa :: Chinese Banyan,2805 Van Ness Ave,Sidewalk: Curb side : Cutout,12,3X3,37.80155523,-122.4247598
14849,Ficus retusa nitida :: Banyan Fig,1344 McAllister St,Sidewalk: Curb side : Cutout,12,3x3,37.77839677,-122.4341035
27386,Ligustrum japonicum :: Japanese Privet,2222 Hyde St,Sidewalk: Curb side : Cutout,30,3X3,37.80136059,-122.4194043
98612,Vitex lucens :: Puriri tree,2501X Franklin St,Sidewalk: Curb side : Cutout,5,3x3,37.79819395,-122.4256956
13053,Olea europaea :: Olive Tree,551 Lombard St,Sidewalk: Curb side : Cutout,3,3X3,37.80308501,-122.410576
18945,Olea europaea :: Olive Tree,2820 Sacramento St,Sidewalk: Curb side : Cutout,18,3X3,37.78922022,-122.4393746
2972,Platanus x hispanica :: Sycamore: London Plane,2159 California St,Sidewalk: Curb side : Cutout,65,3X3,37.78930399,-122.4298884
2873,Platanus x hispanica :: Sycamore: London Plane,1422 California St,Sidewalk: Curb side : Cutout,3,3X3,37.79103265,-122.4178421
7263,Ficus retusa nitida :: Banyan Fig,1730 Fillmore St,Sidewalk: Curb side : Cutout,18,4X4,37.7856388,-122.4331002
23726,Platanus x hispanica :: Sycamore: London Plane,800X Webster St,Median : Cutout,25,6,37.7781698,-122.4298743
3059,Platanus x hispanica :: Sycamore: London Plane,2737 California St,Sidewalk: Curb side : Cutout,16,3X2,37.78802045,-122.4401103
5190,Acacia melanoxylon :: Blackwood Acacia,518 Divisadero St,Sidewalk: Curb side : Cutout,18,3X3,37.77438819,-122.437557
18088,Schinus terebinthifolius :: Brazilian Pepper,3000 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.78652714,-122.4454041
12265,Ficus retusa nitida :: Banyan Fig,646 Laguna St,Sidewalk: Curb side : Cutout,12,3X3,37.77728127,-122.4263657
11121,Metrosideros excelsa :: New Zealand Xmas Tree,2111 Hyde St,Sidewalk: Curb side : Cutout,24,3X3,37.80046073,-122.4193907
17974,Maytenus boaria :: Mayten,2519 Pine St,Sidewalk: Curb side : Cutout,18,3x3,37.78731384,-122.4381383
6362,Metrosideros excelsa :: New Zealand Xmas Tree,2050 Ellis St,Sidewalk: Curb side : Cutout,12,3X3,37.78147811,-122.4399964
8713,Metrosideros excelsa :: New Zealand Xmas Tree,3121 Geary Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.7816588,-122.4525051
23451,Platanus x hispanica :: Sycamore: London Plane,2201 Van Ness Ave,Sidewalk: Curb side : Cutout,3,3X3,37.79596911,-122.4236337
2590,Ficus retusa nitida :: Banyan Fig,1712 Bush St,Sidewalk: Curb side : Cutout,18,2X2,37.78805988,-122.4258917
96721,Persea indica :: Indian Bay,2049 Hyde St,Sidewalk: Curb side : Cutout,12,3x3,37.79987701,-122.4192589
3087,Platanus x hispanica :: Sycamore: London Plane,2952 California St,Sidewalk: Curb side : Cutout,18,3X3,37.78782568,-122.4430656
17978,Olea europaea :: Olive Tree,2566 Pine St,Sidewalk: Curb side : Cutout,12,3x3,37.78748319,-122.4380354
19027,Prunus cerasifera :: Cherry Plum,3170 Sacramento St,Sidewalk: Curb side : Cutout,12,2x2,37.78848208,-122.4451111
17886,Olea europaea :: Olive Tree,2216 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.78814095,-122.4327428
27383,Olea europaea :: Olive Tree,2560 Hyde St,Sidewalk: Curb side : Cutout,13,3X3,37.8046399,-122.4200606
5219,Platanus x hispanica :: Sycamore: London Plane,930 Divisadero St,Sidewalk: Curb side : Cutout,24,7X3,37.77819016,-122.4383247
13730,Platanus x hispanica :: Sycamore: London Plane,790 Market St,Sidewalk: Curb side : Cutout,40,4x4,37.78596147,-122.4057475
11084,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1861 Hyde St,Sidewalk: Curb side : Cutout,70,3X3,37.79805024,-122.4188944
8194,Ginkgo biloba :: Maidenhair Tree,1301 Fulton St,Sidewalk: Curb side : Cutout,12,3X3,37.77673687,-122.4386019
4702,Ficus retusa nitida :: Banyan Fig,900 Columbus Ave,Sidewalk: Curb side : Cutout,30,3X3,37.80294555,-122.4138369
7160,Ficus retusa nitida :: Banyan Fig,722 Fillmore St,Sidewalk: Curb side : Cutout,10,3X3,37.77650569,-122.431246
5896,Tristania conferta ::,1160 Eddy St,Sidewalk: Curb side : Cutout,3,3x3,37.78220635,-122.4267487
18926,Afrocarpus gracilior :: Fern Pine,2689 Sacramento St,Sidewalk: Curb side : Cutout,6,3X3,37.78939716,-122.4369848
6365,Metrosideros excelsa :: New Zealand Xmas Tree,2065 Ellis St,Sidewalk: Curb side : Cutout,6,4X4,37.78131671,-122.4401731
18930,Pittosporum undulatum :: Victorian Box,2709 Sacramento St,Sidewalk: Curb side : Cutout,12,3X3,37.7892742,-122.4378722
2863,Platanus x hispanica :: Sycamore: London Plane,1355 California St,Sidewalk: Curb side : Cutout,45,3X3,37.79100003,-122.4166767
7265,Ficus retusa nitida :: Banyan Fig,1740 Fillmore St,Sidewalk: Curb side : Cutout,18,4X4,37.78579138,-122.4331466
18914,Olea europaea :: Olive Tree,2614 Sacramento St,Sidewalk: Curb side : Cutout,12,2X2,37.7895759,-122.4365246
11081,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1844 Hyde St,Sidewalk: Curb side : Cutout,20,3X3,37.79795413,-122.4187155
9532,Pittosporum undulatum :: Victorian Box,1089 Golden Gate Ave,Sidewalk: Curb side : Cutout,3,3x3,37.77992927,-122.4284514
2209,Metrosideros excelsa :: New Zealand Xmas Tree,1131 Broderick St,Sidewalk: Curb side : Cutout,16,4X4,37.78083051,-122.4407522
11073,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1800 Hyde St,Sidewalk: Curb side : Cutout,70,3X3,37.79745575,-122.4186149
23794,Ficus retusa nitida :: Banyan Fig,1125 Webster St,Sidewalk: Curb side : Cutout,35,3X3,37.78104337,-122.4306554
17938,Maytenus boaria :: Mayten,2432 Pine St,Sidewalk: Curb side : Cutout,9,4x4,37.78765225,-122.436681
6182,Tristania conferta ::,1100 Ellis St,Sidewalk: Curb side : Cutout,12,3X3,37.78344048,-122.4245577
13218,Tristania conferta ::,2230 Lombard St,Sidewalk: Curb side : Cutout,20,3X3,37.79966175,-122.4383549
23864,Tristania conferta ::,1440 Webster St,Sidewalk: Curb side : Cutout,40,4X4,37.78395772,-122.430912
6040,Tristania conferta ::,1819 Eddy St,Sidewalk: Curb side : Cutout,12,4X4,37.78067275,-122.4376964
18674,Platanus x hispanica :: Sycamore: London Plane,101X Richardson Ave,Sidewalk: Curb side : Cutout,10,3X3,37.79981479,-122.4465348
3000,Platanus x hispanica :: Sycamore: London Plane,2344 California St,Sidewalk: Curb side : Cutout,45,3X3,37.78910273,-122.4330225
24425,Lophostemon confertus :: Brisbane Box,1703 Gough St,Sidewalk: Curb side : Cutout,12,3X3,37.7891599,-122.4255607
18105,Maytenus boaria :: Mayten,3053 Pine St,Sidewalk: Curb side : Cutout,12,3x3,37.78629197,-122.4461657
98602,Pittosporum undulatum :: Victorian Box,2340 Jackson St,Sidewalk: Curb side : Cutout,9,3x3,37.79273154,-122.433083
17792,Olea europaea :: Olive Tree,1836 Pine St,Sidewalk: Curb side : Cutout,12,3x3,37.78900029,-122.4260174
14429,Metrosideros excelsa :: New Zealand Xmas Tree,2X Masonic Ave,Median : Cutout,50,3X3,37.78218046,-122.4476913
98477,Myoporum laetum :: Myoporum,3020 Pine St,Sidewalk: Curb side : Cutout,12,3x3,37.78645252,-122.4460207
9631,Ficus retusa nitida :: Banyan Fig,1439 Golden Gate Ave,Sidewalk: Curb side : Cutout,12,3X3,37.77919637,-122.4342109
23473,Lophostemon confertus :: Brisbane Box,2363 Van Ness Ave,Sidewalk: Curb side : Cutout,4,3x3,37.79747285,-122.4239436
3078,Platanus x hispanica :: Sycamore: London Plane,2904 California St,Sidewalk: Curb side : Cutout,24,3X3,37.78791946,-122.4423951
18080,Acacia melanoxylon :: Blackwood Acacia,2964 Pine St,Sidewalk: Curb side : Cutout,18,3X3,37.78663337,-122.4446384
11018,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1400 Hyde St,Sidewalk: Curb side : Cutout,20,3X3,37.79381032,-122.4178766
4666,Liquidambar styraciflua :: American Sweet Gum,600X Columbus Ave,Median : Cutout,60,3,37.80047265,-122.4104326
4730,Liquidambar styraciflua :: American Sweet Gum,1175X Columbus Ave,Median : Cutout,100,3x3,37.80492699,-122.4168718
7078,Pittosporum undulatum :: Victorian Box,1738 Fell St,Sidewalk: Curb side : Cutout,3,3X3,37.77297138,-122.4466601
88451,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3200X Van Ness Ave,Median : Cutout,3,5x12,37.8052099,-122.4252945
7966,Ligustrum lucidum :: Glossy Privet,1901 Franklin St,Sidewalk: Curb side : Cutout,12,3X3,37.79228136,-122.4244966
25718,Platanus x hispanica :: Sycamore: London Plane,771 Grove St,Sidewalk: Curb side : Cutout,3,3X3,37.77696977,-122.429277
2728,Ficus retusa nitida :: Banyan Fig,2250 Bush St,Sidewalk: Curb side : Cutout,18,3X3,37.78700619,-122.4342332
19576,Prunus amygdalus :: Almond,100 STAIRWAY3,Sidewalk: Curb side : Cutout,12,15ST,,
6863,Metrosideros excelsa :: New Zealand Xmas Tree,10X Fell St,Sidewalk: Curb side : Cutout,18,3X3,37.7766318,-122.4180023
23718,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,760 Webster St,Sidewalk: Curb side : Cutout,12,4X4,37.77741356,-122.4295899
5278,Maytenus boaria :: Mayten,1350 Divisadero St,Sidewalk: Curb side : Cutout,12,4X4,37.7819895,-122.4390867
3044,Platanus x hispanica :: Sycamore: London Plane,2678 California St,Sidewalk: Curb side : Cutout,18,4X4,37.78842606,-122.4383816
20299,Lithocarpus densiflorus :: Tan Oak,50X Sunset Blvd,Sidewalk: Curb side : Cutout,12,60,,
18936,Quercus agrifolia :: Coast Live Oak,2721 Sacramento St,Sidewalk: Curb side : Cutout,18,3X3,37.78922375,-122.4383472
2947,Platanus x hispanica :: Sycamore: London Plane,1990 California St,Sidewalk: Curb side : Cutout,45,4X4,37.78986649,-122.4270198
23562,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2935 Van Ness Ave,Sidewalk: Curb side : Cutout,12,3x3,37.8026603,-122.4249666
8064,Pittosporum undulatum :: Victorian Box,624 Fulton St,Sidewalk: Curb side : Cutout,60,3X3,37.77830914,-122.4273985
22739,Pittosporum undulatum :: Victorian Box,1575 Turk St,Sidewalk: Curb side : Cutout,3,3x3,37.7800847,-122.4348009
5905,Acacia melanoxylon :: Blackwood Acacia,1276 Eddy St,Sidewalk: Curb side : Cutout,24,6x6,37.7819956,-122.4283939
20147,Ficus retusa nitida :: Banyan Fig,1025 Steiner St,Sidewalk: Curb side : Cutout,12,3x3,37.77882774,-122.4335644
2435,Platanus x hispanica :: Sycamore: London Plane,740 Buchanan St,Sidewalk: Curb side : Cutout,3,3X3,37.77680729,-122.4279455
17849,Magnolia grandiflora :: Southern Magnolia,2098 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.78845824,-122.4302034
7300,Pyrus kawakamii :: Evergreen Pear,1900 Fillmore St,Sidewalk: Curb side : Cutout,7,3X3,37.7871728,-122.4334162
8151,Metrosideros excelsa :: New Zealand Xmas Tree,1040 Fulton St,Sidewalk: Curb side : Cutout,35,3X3,37.77747892,-122.4339064
6030,Pittosporum undulatum :: Victorian Box,1802 Eddy St,Sidewalk: Curb side : Cutout,12,3x3,37.78083731,-122.4374581
9901,Pittosporum crassifolium :: Karo Tree,1800 Gough St,Sidewalk: Curb side : Cutout,9,3X3,37.79010515,-122.4255609
14671,Maytenus boaria :: Mayten,735 McAllister St,Sidewalk: Curb side : Cutout,16,4x4,37.77953402,-122.4240095
18061,Olea europaea :: Olive Tree,2892 Pine St,Sidewalk: Curb side : Cutout,12,3X3,37.78679886,-122.443307
22759,Acacia melanoxylon :: Blackwood Acacia,1620 Turk St,Sidewalk: Curb side : Cutout,18,4x4,37.78011442,-122.4355958
10661,Eucalyptus sideroxylon :: Red Ironbark,958 Hayes St,Sidewalk: Curb side : Cutout,24,3x3,37.77576213,-122.432224
18269,Acacia melanoxylon :: Blackwood Acacia,1933 Post St,Sidewalk: Curb side : Cutout,12,3X3,37.78500728,-122.4336494
97581,Pyrus calleryana :: Ornamental Pear,736 Divisadero St,Sidewalk: Curb side : Cutout,3,3x3,37.77646181,-122.4379891
